Country,Year,Acts against computer systems (number),Attempted intentional homicide (number),Bribery (number),Burglary of private residential premises (number),Burglary (number),Child pornography (number),Corruption (number),Fraud (number),Intentional homicide (number),Kidnapping (number),Money laundering (number),Participation in an organized criminal group (number),Rape (number),Robbery (number),Serious assault (number),Sexual assault (number),Sexual exploitation (number),Sexual violence (number),Theft of a motorized vehicle or parts thereof (number),Theft (number),Unlawful acts involving controlled drugs or precursors (number),Total Crimes number,Acts against computer systems (per100k),Attempted intentional homicide (per100k),Bribery (per100k),Burglary of private residential premises (per100k),Burglary (per100k),Child pornography (per100k),Corruption (per100k),Fraud (per100k),Intentional homicide (per100k),Kidnapping (per100k),Money laundering (per100k),Participation in an organized criminal group (per100k),Rape (per100k),Robbery (per100k),Serious assault (per100k),Sexual assault (per100k),Sexual exploitation (per100k),Sexual violence (per100k),Theft of a motorized vehicle or parts thereof (per100k),Theft (per100k),Unlawful acts involving controlled drugs or precursors (per100k),Total Crimes per100k
Liechtenstein,2015,,0.0,,102.0,168.0,,,,0.0,0.0,,,2.0,3.0,81.0,16.0,,9.0,14.0,193.0,276.0,864.0,,0.0,,272.98,449.61,,,,0.0,0.0,,,5.35,8.03,216.77,42.82,,24.09,37.47,516.51,738.64,2312.27
Liechtenstein,2016,,0.0,0.0,77.0,141.0,,4.0,175.0,0.0,0.0,68.0,1.0,2.0,4.0,71.0,7.0,,9.0,31.0,196.0,446.0,1232.0,,0.0,0.0,204.67,374.78,,10.63,465.15,0.0,0.0,180.75,2.66,5.32,10.63,188.72,18.61,,23.92,82.4,520.97,1185.48,3274.69
Liechtenstein,2017,,,,,127.0,,6.0,130.0,1.0,,49.0,,5.0,2.0,83.0,,,8.0,2.0,149.0,490.0,1052.0,,,,,335.89,,15.87,343.82,2.64,,129.6,,13.22,5.29,219.52,,,21.16,5.29,394.08,1295.95,2782.33
Liechtenstein,2018,,,,,140.0,,14.0,157.0,1.0,,49.0,,5.0,2.0,79.0,,,9.0,5.0,162.0,713.0,1336.0,,,,,367.32,,36.73,411.92,2.62,,128.56,,13.12,5.25,207.27,,,23.61,13.12,425.04,1870.7,3505.26
Liechtenstein,2019,,1.0,,,107.0,,11.0,179.0,0.0,0.0,70.0,,1.0,2.0,76.0,,,6.0,4.0,178.0,793.0,1428.0,,2.61,,,278.81,,28.66,466.41,0.0,0.0,182.4,,2.61,5.21,198.03,,,15.63,10.42,463.81,2066.29,3720.8900000000003
Liechtenstein,2020,,,,,59.0,,10.0,176.0,1.0,0.0,58.0,,3.0,4.0,86.0,,,11.0,6.0,133.0,1058.0,1605.0,,,,,152.27,,25.81,454.23,2.58,0.0,149.69,,7.74,10.32,221.95,,,28.39,15.49,343.25,2730.53,4142.25
Liechtenstein,2021,,4.0,,,111.0,15.0,14.0,184.0,,0.0,63.0,,2.0,2.0,60.0,,,6.0,6.0,184.0,478.0,1129.0,,10.24,,,284.21,38.41,35.85,471.13,,0.0,161.31,,5.12,5.12,153.63,,,15.36,15.36,471.13,1223.91,2890.7799999999997
Liechtenstein,2022,,0.0,,,138.0,,11.0,197.0,0.0,0.0,70.0,,4.0,2.0,102.0,,,14.0,14.0,254.0,466.0,1272.0,,0.0,,,351.07,,27.98,501.17,0.0,0.0,178.08,,10.18,5.09,259.49,,,35.62,35.62,646.18,1185.51,3235.99
Lithuania,2008,,15.0,,6076.0,,,,,286.0,61.0,,,164.0,3452.0,251.0,204.0,,368.0,2553.0,29610.0,1837.0,44877.0,,0.47,,189.13,,,,,8.9,1.9,,,5.1,107.45,7.81,6.35,,11.45,79.47,921.68,57.18,1396.89
Lithuania,2009,,19.0,,5799.0,,,,,240.0,59.0,,,149.0,3363.0,220.0,213.0,,362.0,1967.0,30379.0,2189.0,44959.0,,0.6,,182.14,,,,,7.54,1.85,,,4.68,105.63,6.91,6.69,,11.37,61.78,954.16,68.75,1412.1
Lithuania,2010,,18.0,,4905.0,,,,,199.0,69.0,,,208.0,2727.0,245.0,306.0,,514.0,2060.0,26530.0,2214.0,39995.0,,0.57,,156.11,,,,,6.33,2.2,,,6.62,86.79,7.8,9.74,,16.36,65.56,844.37,70.47,1272.92
Lithuania,2011,,23.0,,4081.0,,,,,189.0,48.0,,,191.0,2502.0,206.0,338.0,,529.0,1807.0,27299.0,2256.0,39469.0,,0.75,,133.69,,,,,6.19,1.57,,,6.26,81.96,6.75,11.07,,17.33,59.2,894.29,73.9,1292.96
Lithuania,2012,,18.0,,3526.0,,,,,181.0,65.0,,,178.0,1923.0,178.0,263.0,,441.0,1724.0,23478.0,3006.0,34981.0,,0.6,,117.39,,,,,6.03,2.16,,,5.93,64.02,5.93,8.76,,14.68,57.4,781.65,100.08,1164.6299999999999
Lithuania,2013,,14.0,,3265.0,3265.0,,,,172.0,46.0,,,133.0,1866.0,211.0,122.0,,255.0,1504.0,27952.0,2354.0,41159.0,,0.47,,109.86,109.86,,,,5.79,1.55,,,4.48,62.79,7.1,4.11,,8.58,50.61,940.54,79.21,1384.95
Lithuania,2014,,19.0,,3342.0,3342.0,,,,155.0,0.0,,,158.0,1688.0,204.0,159.0,,317.0,1255.0,27895.0,2587.0,41121.0,,0.65,,113.54,113.54,,,,5.27,0.0,,,5.37,57.35,6.93,5.4,,10.77,42.64,947.69,87.89,1397.0400000000002
Lithuania,2015,,21.0,,2999.0,2999.0,,,,168.0,0.0,,,155.0,1590.0,214.0,108.0,,263.0,1138.0,22783.0,2524.0,34962.0,,0.72,,102.66,102.66,,,,5.75,0.0,,,5.31,54.43,7.33,3.7,,9.0,38.96,779.9,86.4,1196.8200000000002
Lithuania,2016,497.0,19.0,62.0,2657.0,2657.0,136.0,761.0,2870.0,142.0,0.0,32.0,0.0,110.0,1342.0,216.0,98.0,271.0,208.0,1263.0,19963.0,2288.0,35592.0,17.21,0.66,2.15,91.98,91.98,4.71,26.35,99.36,4.92,0.0,1.11,0.0,3.81,46.46,7.48,3.39,9.38,7.2,43.72,691.11,79.21,1232.19
Lithuania,2017,629.0,16.0,86.0,2590.0,2590.0,148.0,749.0,2999.0,113.0,0.0,21.0,2.0,124.0,1088.0,178.0,102.0,333.0,226.0,999.0,17040.0,2622.0,32655.0,22.09,0.56,3.02,90.94,90.94,5.2,26.3,105.31,3.97,0.0,0.74,0.07,4.35,38.2,6.25,3.58,11.69,7.94,35.08,598.33,92.07,1146.6299999999999
Lithuania,2018,545.0,31.0,38.0,1983.0,1983.0,163.0,555.0,2783.0,97.0,0.0,55.0,9.0,116.0,822.0,185.0,103.0,417.0,219.0,787.0,12833.0,3220.0,26944.0,19.4,1.1,1.35,70.6,70.6,5.8,19.76,99.08,3.45,0.0,1.96,0.32,4.13,29.26,6.59,3.67,14.85,7.8,28.02,456.87,114.64,959.25
Lithuania,2019,439.0,15.0,76.0,1641.0,1641.0,189.0,495.0,2981.0,84.0,0.0,52.0,0.0,94.0,665.0,152.0,96.0,418.0,190.0,666.0,10902.0,3079.0,23875.0,15.71,0.54,2.72,58.73,58.73,6.76,17.72,106.69,3.01,0.0,1.86,0.0,3.36,23.8,5.44,3.44,14.96,6.8,23.84,390.17,110.19,854.47
Lithuania,2020,460.0,11.0,313.0,1224.0,1224.0,231.0,551.0,2688.0,99.0,1.0,83.0,10.0,72.0,479.0,150.0,54.0,482.0,126.0,568.0,9447.0,2940.0,21213.0,16.46,0.39,11.2,43.81,43.81,8.27,19.72,96.2,3.54,0.04,2.97,0.36,2.58,17.14,5.37,1.93,17.25,4.51,20.33,338.11,105.22,759.21
Lithuania,2021,705.0,6.0,350.0,822.0,822.0,204.0,624.0,3278.0,70.0,1.0,42.0,5.0,68.0,310.0,126.0,79.0,350.0,147.0,333.0,7736.0,3145.0,19223.0,25.22,0.21,12.52,29.4,29.4,7.3,22.32,117.25,2.5,0.04,1.5,0.18,2.43,11.09,4.51,2.83,12.52,5.26,11.91,276.71,112.49,687.5899999999999
Lithuania,2022,917.0,13.0,337.0,812.0,812.0,,525.0,3968.0,62.0,0.0,38.0,6.0,67.0,342.0,145.0,74.0,429.0,141.0,403.0,9628.0,3080.0,21799.0,32.68,0.46,12.01,28.94,28.94,,18.71,141.41,2.21,0.0,1.35,0.21,2.39,12.19,5.17,2.64,15.29,5.02,14.36,343.12,109.76,776.86
Luxembourg,2008,,84.0,,1492.0,2789.0,,,,7.0,33.0,,,57.0,326.0,2317.0,,,,344.0,7021.0,1343.0,15813.0,,17.36,,308.39,576.48,,,,1.45,6.82,,,11.78,67.38,478.92,,,,71.1,1451.22,277.59,3268.49
Luxembourg,2009,,79.0,,1639.0,2951.0,,,,5.0,40.0,,,56.0,418.0,2350.0,304.0,,360.0,419.0,7079.0,2232.0,17932.0,,16.01,,332.12,597.97,,,,1.01,8.11,,,11.35,84.7,476.19,61.6,,72.95,84.9,1434.45,452.28,3633.6400000000003
Luxembourg,2010,,77.0,,1352.0,2413.0,,,,8.0,27.0,,,66.0,377.0,596.0,260.0,,326.0,418.0,7218.0,2574.0,15712.0,,15.34,,269.29,480.61,,,,1.59,5.38,,,13.15,75.09,118.71,51.79,,64.93,83.26,1437.66,512.68,3129.48
Luxembourg,2011,,89.0,,2154.0,3579.0,,,,4.0,47.0,,,70.0,398.0,681.0,284.0,,354.0,456.0,8775.0,2941.0,19832.0,,17.39,,420.83,699.24,,,,0.78,9.18,,,13.68,77.76,133.05,55.49,,69.16,89.09,1714.4,574.59,3874.6400000000003
Luxembourg,2012,,110.0,,1862.0,3163.0,,,,3.0,57.0,,,76.0,527.0,677.0,322.0,,398.0,372.0,9243.0,2583.0,19393.0,,20.96,,354.77,602.64,,,,0.57,10.86,,,14.48,100.41,128.99,61.35,,75.83,70.88,1761.06,492.14,3694.9399999999996
Luxembourg,2013,,83.0,,2228.0,3399.0,,,,2.0,48.0,,,89.0,582.0,713.0,316.0,,357.0,2285.0,10334.0,3222.0,23658.0,,15.46,,414.87,632.91,,,,0.37,8.94,,,16.57,108.37,132.76,58.84,,66.48,425.48,1924.26,599.96,4405.27
Luxembourg,2014,,84.0,,3315.0,4368.0,,,,4.0,52.0,,,73.0,615.0,728.0,362.0,,359.0,2240.0,10259.0,4190.0,26649.0,,15.28,,603.08,794.64,,,,0.73,9.46,,,13.28,111.88,132.44,65.86,,65.31,407.51,1866.36,762.26,4848.09
Luxembourg,2015,,65.0,,2696.0,2111.0,,,,5.0,53.0,,,68.0,554.0,608.0,288.0,,328.0,302.0,9193.0,4675.0,20946.0,,11.55,,478.9,374.98,,,,0.89,9.41,,,12.08,98.41,108.0,51.16,,58.26,53.65,1632.98,830.43,3720.7000000000003
Luxembourg,2016,,72.0,5.0,2123.0,1892.0,,5.0,989.0,5.0,50.0,,22.0,106.0,459.0,569.0,,,263.0,242.0,9954.0,3981.0,20737.0,,12.49,0.87,368.42,328.33,,0.87,171.63,0.87,8.68,,3.82,18.39,79.65,98.74,,,45.64,42.0,1727.38,690.85,3598.63
Luxembourg,2017,,74.0,1.0,,2024.0,,1.0,588.0,2.0,46.0,,25.0,84.0,454.0,585.0,,,233.0,288.0,10090.0,2683.0,17178.0,,12.53,0.17,,342.66,,0.17,99.55,0.34,7.79,,4.23,14.22,76.86,99.04,,,39.45,48.76,1708.24,454.23,2908.2400000000002
Luxembourg,2018,,69.0,3.0,,3667.0,,3.0,646.0,3.0,36.0,,29.0,76.0,449.0,611.0,,,227.0,293.0,10312.0,3003.0,19427.0,,11.46,0.5,,609.13,,0.5,107.31,0.5,5.98,,4.82,12.62,74.58,101.49,,,37.71,48.67,1712.94,498.83,3227.04
Luxembourg,2019,,59.0,1.0,,3531.0,,1.0,744.0,4.0,44.0,,18.0,116.0,457.0,637.0,,,296.0,1612.0,9925.0,4238.0,21683.0,,9.61,0.16,,575.18,,0.16,121.19,0.65,7.17,,2.93,18.9,74.44,103.76,,,48.22,262.59,1616.73,690.35,3532.04
Luxembourg,2020,,96.0,5.0,1076.0,2984.0,,5.0,1475.0,2.0,42.0,,36.0,104.0,472.0,486.0,,,289.0,1763.0,9258.0,4619.0,22712.0,,15.33,0.8,171.86,476.6,,0.8,235.58,0.32,6.71,,5.75,16.61,75.39,77.62,,,46.16,281.58,1478.66,737.73,3627.5000000000005
Luxembourg,2021,,69.0,4.0,1147.0,3106.0,,4.0,2299.0,3.0,37.0,,61.0,110.0,595.0,548.0,,,348.0,1808.0,10902.0,3773.0,24814.0,,10.87,0.63,180.71,489.34,,0.63,362.2,0.47,5.83,,9.61,17.33,93.74,86.34,,,54.83,284.85,1717.58,594.43,3909.3899999999994
Luxembourg,2022,,90.0,0.0,,4090.0,,0.0,4689.0,9.0,52.0,,70.0,131.0,652.0,696.0,,7.0,392.0,2400.0,16264.0,3586.0,33128.0,,13.94,0.0,,633.72,,0.0,726.53,1.39,8.06,,10.85,20.3,101.02,107.84,,1.08,60.74,371.86,2520.0,555.63,5132.96
Malta,2008,,5.0,,674.0,1334.0,,,,6.0,0.0,,,19.0,147.0,196.0,61.0,,80.0,398.0,6646.0,180.0,9746.0,,1.23,,165.26,327.1,,,,1.47,0.0,,,4.66,36.04,48.06,14.96,,19.62,97.59,1629.59,44.14,2389.72
Malta,2009,,6.0,,667.0,1161.0,,,,4.0,0.0,,,12.0,202.0,173.0,70.0,,82.0,401.0,5480.0,187.0,8445.0,,1.46,,162.32,282.53,,,,0.97,0.0,,,2.92,49.16,42.1,17.03,,19.95,97.58,1333.57,45.51,2055.1000000000004
Malta,2010,,4.0,,703.0,1208.0,,,,4.0,0.0,,,11.0,196.0,180.0,80.0,,91.0,372.0,6365.0,181.0,9395.0,,0.97,,169.8,291.77,,,,0.97,0.0,,,2.66,47.34,43.48,19.32,,21.98,89.85,1537.34,43.72,2269.2
Malta,2011,,6.0,,734.0,1306.0,,,,3.0,0.0,,,18.0,219.0,181.0,51.0,,69.0,364.0,6995.0,178.0,10124.0,,1.45,,176.87,314.71,,,,0.72,0.0,,,4.34,52.77,43.62,12.29,,16.63,87.71,1685.59,42.89,2439.5899999999997
Malta,2012,,6.0,,809.0,1285.0,,,,10.0,0.0,,,13.0,257.0,174.0,69.0,,82.0,306.0,7148.0,203.0,10362.0,,1.44,,193.75,307.75,,,,2.39,0.0,,,3.11,61.55,41.67,16.53,,19.64,73.29,1711.91,48.62,2481.65
Malta,2013,,3.0,,636.0,1185.0,,,,6.0,0.0,,,15.0,207.0,218.0,79.0,,94.0,325.0,7077.0,208.0,10053.0,,0.71,,150.53,280.47,,,,1.42,0.0,,,3.56,49.13,51.74,18.75,,22.31,76.92,1674.99,49.36,2379.89
Malta,2014,,5.0,,756.0,1245.0,,,,6.0,0.0,,,11.0,190.0,160.0,66.0,,77.0,242.0,6763.0,192.0,9713.0,,1.18,,176.05,289.92,,,,1.41,0.0,,,2.59,44.67,37.61,15.52,,18.1,56.35,1574.9,44.71,2263.01
Malta,2015,,1.0,,589.0,1041.0,,,,4.0,0.0,,,23.0,242.0,183.0,81.0,,104.0,229.0,7370.0,157.0,10024.0,,0.23,,133.96,236.76,,,,0.93,0.0,,,5.36,55.04,42.62,18.87,,24.22,52.08,1676.18,35.71,2281.96
Malta,2016,,1.0,1.0,638.0,1078.0,3.0,5.0,500.0,5.0,0.0,77.0,0.0,27.0,259.0,200.0,61.0,,88.0,256.0,7484.0,217.0,10900.0,,0.22,0.22,141.65,239.33,0.67,1.11,111.01,1.11,0.0,17.1,0.0,5.99,57.5,44.4,13.54,,19.54,56.84,1661.58,48.18,2419.99
Malta,2017,187.0,6.0,1.0,707.0,1267.0,8.0,3.0,787.0,9.0,0.0,58.0,0.0,19.0,202.0,186.0,59.0,,78.0,332.0,6786.0,310.0,11005.0,40.63,1.3,0.22,153.6,275.26,1.74,0.65,170.98,1.96,0.0,12.6,0.0,4.13,43.88,40.41,12.82,,16.95,72.13,1474.27,67.35,2390.88
Malta,2018,224.0,6.0,2.0,737.0,1211.0,4.0,8.0,1032.0,6.0,0.0,33.0,0.0,18.0,208.0,183.0,75.0,,93.0,317.0,5109.0,348.0,9614.0,47.09,1.26,0.42,154.93,254.57,0.84,1.68,216.94,1.26,0.0,6.94,0.0,3.78,43.72,38.47,15.77,,19.55,66.64,1073.99,73.16,2021.01
Malta,2019,211.0,5.0,1.0,727.0,1270.0,2.0,4.0,822.0,4.0,0.0,36.0,0.0,31.0,174.0,200.0,88.0,,119.0,245.0,5187.0,159.0,9285.0,42.75,1.01,0.2,147.3,257.31,0.41,0.81,166.55,0.81,0.0,7.29,0.0,6.28,35.25,40.52,17.83,,24.11,49.64,1050.94,32.21,1881.2200000000003
Malta,2020,320.0,4.0,1.0,519.0,1036.0,8.0,16.0,812.0,6.0,0.0,107.0,0.0,17.0,128.0,183.0,72.0,,89.0,230.0,3414.0,168.0,7130.0,62.19,0.78,0.19,100.86,201.34,1.55,3.11,157.8,1.17,0.0,20.79,0.0,3.3,24.88,35.56,13.99,,17.3,44.7,663.47,32.65,1385.63
Malta,2021,398.0,8.0,6.0,463.0,873.0,20.0,26.0,2377.0,2.0,0.0,180.0,0.0,32.0,101.0,171.0,106.0,,138.0,254.0,3504.0,607.0,9266.0,77.12,1.55,1.16,89.71,169.15,3.88,5.04,460.57,0.39,0.0,34.88,0.0,6.2,19.57,33.13,20.54,,26.74,49.22,678.94,117.61,1795.3999999999999
Malta,2022,469.0,5.0,5.0,390.0,896.0,,23.0,1562.0,8.0,0.0,130.0,0.0,39.0,132.0,220.0,102.0,20.0,141.0,310.0,3584.0,210.0,8246.0,90.02,0.96,0.96,74.86,171.99,,4.41,299.82,1.54,0.0,24.95,0.0,7.49,25.34,42.23,19.58,3.84,27.06,59.5,687.95,40.31,1582.81
Montenegro,2008,,18.0,,,1633.0,,,,22.0,3.0,,,17.0,6.0,196.0,23.0,,40.0,22.0,794.0,460.0,3234.0,,2.92,,,265.29,,,,3.57,0.49,,,2.76,0.97,31.84,3.74,,6.5,3.57,128.99,74.73,525.37
Montenegro,2009,,41.0,,,1673.0,,,,10.0,3.0,,,9.0,7.0,186.0,38.0,,47.0,51.0,656.0,398.0,3119.0,,6.64,,,271.08,,,,1.62,0.49,,,1.46,1.13,30.14,6.16,,7.62,8.26,106.29,64.49,505.38
Montenegro,2010,,42.0,,,1381.0,,,,13.0,2.0,,,5.0,3.0,193.0,39.0,,44.0,40.0,530.0,307.0,2599.0,,6.79,,,223.1,,,,2.1,0.32,,,0.81,0.48,31.18,6.3,,7.11,6.46,85.62,49.6,419.87
Montenegro,2011,,17.0,,,1234.0,,,,19.0,3.0,,,3.0,144.0,161.0,21.0,,24.0,48.0,673.0,316.0,2663.0,,2.74,,,199.08,,,,3.07,0.48,,,0.48,23.23,25.97,3.39,,3.87,7.74,108.57,50.98,429.6
Montenegro,2012,,16.0,,,1383.0,,,,15.0,0.0,,,3.0,117.0,168.0,21.0,,24.0,43.0,857.0,187.0,2834.0,,2.58,,,222.95,,,,2.42,0.0,,,0.48,18.86,27.08,3.39,,3.87,6.93,138.16,30.15,456.87
Montenegro,2013,,40.0,,,1181.0,,,,9.0,1.0,,,4.0,161.0,173.0,19.0,,25.0,39.0,739.0,172.0,2563.0,,6.44,,,190.21,,,,1.45,0.16,,,0.64,25.93,27.86,3.06,,4.03,6.28,119.02,27.7,412.7799999999999
Montenegro,2014,,54.0,,,951.0,,,,19.0,0.0,,,5.0,188.0,129.0,26.0,,31.0,21.0,892.0,179.0,2495.0,,8.69,,,153.01,,,,3.06,0.0,,,0.8,30.25,20.76,4.18,,4.99,3.38,143.52,28.8,401.44
Montenegro,2015,,40.0,,,939.0,,,,17.0,0.0,,,5.0,156.0,140.0,21.0,,26.0,32.0,827.0,184.0,2387.0,,6.43,,,150.94,,,,2.73,0.0,,,0.8,25.08,22.5,3.38,,4.18,5.14,132.94,29.58,383.7
Montenegro,2016,,35.0,20.0,,847.0,,80.0,49.0,24.0,2.0,,27.0,2.0,128.0,128.0,16.0,,22.0,38.0,506.0,206.0,2130.0,,5.63,3.21,,136.13,,12.86,7.88,3.86,0.32,,4.34,0.32,20.57,20.57,2.57,,3.54,6.11,81.32,33.11,342.34000000000003
Montenegro,2017,1.0,51.0,4.0,,903.0,3.0,76.0,,11.0,0.0,,57.0,10.0,118.0,147.0,7.0,,23.0,31.0,503.0,231.0,2176.0,0.16,8.19,0.64,,145.09,0.48,12.21,,1.77,0.0,,9.16,1.61,18.96,23.62,1.12,,3.7,4.98,80.82,37.12,349.63
Montenegro,2018,1.0,37.0,4.0,,681.0,,242.0,6.0,13.0,0.0,184.0,121.0,8.0,123.0,153.0,13.0,,23.0,31.0,440.0,246.0,2326.0,0.16,5.95,0.64,,109.42,,38.88,0.96,2.09,0.0,29.56,19.44,1.29,19.76,24.58,2.09,,3.7,4.98,70.7,39.53,373.73
Montenegro,2019,6.0,42.0,1.0,,624.0,5.0,172.0,45.0,21.0,2.0,36.0,63.0,4.0,95.0,115.0,28.0,,37.0,28.0,413.0,297.0,2034.0,0.96,6.75,0.16,,100.29,0.8,27.64,7.23,3.38,0.32,5.79,10.13,0.64,15.27,18.48,4.5,,5.95,4.5,66.38,47.74,326.91
Montenegro,2020,5.0,37.0,6.0,,439.0,,154.0,58.0,16.0,,40.0,111.0,9.0,48.0,129.0,14.0,,27.0,33.0,320.0,281.0,1727.0,0.8,5.95,0.96,,70.59,,24.76,9.33,2.57,,6.43,17.85,1.45,7.72,20.74,2.25,,4.34,5.31,51.46,45.19,277.70000000000005
Montenegro,2021,9.0,36.0,8.0,,460.0,4.0,178.0,40.0,14.0,2.0,10.0,50.0,8.0,58.0,118.0,24.0,,36.0,36.0,337.0,347.0,1775.0,1.45,5.8,1.29,,74.11,0.64,28.68,6.44,2.26,0.32,1.61,8.05,1.29,9.34,19.01,3.87,,5.8,5.8,54.29,55.9,285.95
Montenegro,2022,5.0,27.0,12.0,,462.0,,336.0,39.0,7.0,1.0,2.0,25.0,16.0,47.0,128.0,20.0,,40.0,33.0,340.0,313.0,1853.0,0.81,4.37,1.94,,74.8,,54.4,6.31,1.13,0.16,0.32,4.05,2.59,7.61,20.72,3.24,,6.48,5.34,55.04,50.67,299.98
Netherlands,2008,,1500.0,,91245.0,287645.0,,,,150.0,760.0,,,1945.0,13175.0,69005.0,8550.0,,10495.0,21665.0,704160.0,18875.0,1229170.0,,9.14,,556.19,1753.36,,,,0.91,4.63,,,11.86,80.31,420.62,52.12,,63.97,132.06,4292.25,115.05,7492.469999999999
Netherlands,2009,,3041.0,,94580.0,283785.0,,,,154.0,625.0,,,1920.0,16265.0,65690.0,8325.0,,10245.0,21850.0,703315.0,18580.0,1228375.0,,18.45,,573.71,1721.39,,,,0.93,3.79,,,11.65,98.66,398.46,50.5,,62.14,132.54,4266.19,112.7,7451.11
Netherlands,2010,,3841.0,,78830.0,123355.0,,,,,650.0,,,1640.0,16290.0,6605.0,2480.0,,5470.0,40560.0,379465.0,16715.0,675901.0,,23.17,,475.6,744.22,,,,,3.92,,,9.89,98.28,39.85,14.96,,33.0,244.71,2289.38,100.84,4077.8200000000006
Netherlands,2011,,3957.0,,82890.0,124470.0,,,,,575.0,,,1565.0,15585.0,6555.0,2175.0,,5190.0,40900.0,392910.0,15885.0,692657.0,,23.76,,497.66,747.31,,,,,3.45,,,9.4,93.57,39.36,13.06,,31.16,245.56,2359.0,95.37,4158.66
Netherlands,2012,,3615.0,,85810.0,121055.0,,,,,600.0,,,1445.0,14940.0,6205.0,2070.0,,4865.0,39170.0,392775.0,16145.0,688695.0,,21.61,,512.9,723.57,,,,,3.59,,,8.64,89.3,37.09,12.37,,29.08,234.13,2347.68,96.5,4116.46
Netherlands,2013,,3260.0,,85475.0,120470.0,,,,147.0,525.0,,,1245.0,13345.0,5580.0,1950.0,,4420.0,38460.0,391945.0,16085.0,682907.0,,19.43,,509.4,717.96,,,,0.88,3.13,,,7.42,79.53,33.25,11.62,,26.34,229.21,2335.85,95.86,4069.8799999999997
Netherlands,2014,,,,71235.0,103365.0,,,,144.0,415.0,,,1120.0,10450.0,5340.0,1815.0,,4290.0,37445.0,365370.0,15193.0,616182.0,,,,423.28,614.2,,,,0.86,2.47,,,7.25,62.09,31.73,10.78,,25.49,222.5,2171.04,90.28,3661.9700000000003
Netherlands,2015,,,,66325.0,96590.0,,,,120.0,435.0,,,1265.0,9730.0,5100.0,1710.0,,4160.0,35915.0,335120.0,13825.0,570295.0,,,,392.44,571.51,,,,0.71,2.57,,,7.48,57.57,30.18,10.12,,24.61,212.51,1982.87,81.8,3374.37
Netherlands,2016,,,,56725.0,84605.0,,6905.0,62999.0,108.0,420.0,610.0,,1535.0,8980.0,5020.0,2215.0,455.0,4735.0,31260.0,304055.0,12450.0,583077.0,,,,334.09,498.29,,40.67,371.04,0.64,2.47,3.59,,9.04,52.89,29.57,13.05,2.68,27.89,184.11,1790.76,73.33,3434.1100000000006
Netherlands,2017,2320.0,,,49330.0,74695.0,,6740.0,,158.0,400.0,700.0,,1760.0,7975.0,4785.0,2200.0,430.0,4805.0,27750.0,259095.0,11720.0,454863.0,13.58,,,288.79,437.29,,39.46,,0.92,2.34,4.1,,10.3,46.69,28.01,12.88,2.52,28.13,162.46,1516.82,68.61,2662.9
Netherlands,2018,2945.0,,,42140.0,63100.0,,6630.0,,119.0,425.0,901.0,,1940.0,7785.0,4580.0,2375.0,460.0,5155.0,27175.0,233985.0,12480.0,412195.0,17.14,,,245.27,367.26,,38.59,,0.69,2.47,5.24,,11.29,45.31,26.66,13.82,2.68,30.0,158.17,1361.88,72.64,2399.11
Netherlands,2019,4865.0,,,39315.0,58950.0,,6605.0,,125.0,510.0,1380.0,,2055.0,8590.0,4840.0,2245.0,570.0,4300.0,28650.0,233860.0,13925.0,410785.0,28.15,,,227.49,341.1,,38.22,,0.72,2.95,7.99,,11.89,49.7,28.01,12.99,3.3,24.88,165.78,1353.19,80.57,2376.9300000000003
Netherlands,2020,,,,31735.0,49845.0,,5890.0,,121.0,520.0,1945.0,,2065.0,7305.0,5220.0,1955.0,465.0,4020.0,27620.0,204740.0,12800.0,356246.0,,,,182.31,286.34,,33.84,,0.7,2.99,11.17,,11.86,41.96,29.99,11.23,2.67,23.09,158.67,1176.15,73.53,2046.5
Netherlands,2021,,,,24100.0,37185.0,,5285.0,,126.0,455.0,2480.0,,2400.0,5545.0,4570.0,2265.0,490.0,4665.0,22475.0,183955.0,11595.0,307591.0,,,,137.91,212.78,,30.24,,0.72,2.6,14.19,,13.73,31.73,26.15,12.96,2.8,26.69,128.61,1052.65,66.35,1760.1100000000001
Netherlands,2022,,,,23695.0,37315.0,,5415.0,,142.0,,1535.0,,2885.0,5955.0,4905.0,2950.0,505.0,5835.0,26825.0,233055.0,11705.0,362722.0,,,,134.7,212.13,,30.78,,0.81,,8.73,,16.4,33.85,27.88,16.77,2.87,33.17,152.5,1324.88,66.54,2062.01
North Macedonia,2008,,41.0,,1346.0,11627.0,,,,35.0,14.0,,,41.0,458.0,213.0,,,,581.0,6627.0,415.0,21398.0,,2.0,,65.81,568.51,,,,1.71,0.68,,,2.0,22.39,10.41,,,,28.41,324.03,20.29,1046.2399999999998
North Macedonia,2009,,46.0,,1612.0,11500.0,,,,35.0,16.0,,,37.0,597.0,228.0,,,,607.0,5744.0,551.0,20973.0,,2.25,,78.69,561.35,,,,1.71,0.78,,,1.81,29.14,11.13,,,,29.63,280.38,26.9,1023.7699999999999
North Macedonia,2010,,38.0,,1610.0,13399.0,,,,39.0,17.0,,,28.0,604.0,248.0,,,,527.0,5423.0,578.0,22511.0,,1.85,,78.43,652.74,,,,1.9,0.83,,,1.36,29.42,12.08,,,,25.67,264.19,28.16,1096.63
North Macedonia,2011,,39.0,,2160.0,14465.0,,,,27.0,14.0,,,41.0,513.0,239.0,,,,487.0,5552.0,589.0,24126.0,,1.9,,104.99,703.11,,,,1.31,0.68,,,1.99,24.94,11.62,,,,23.67,269.87,28.63,1172.71
