Country,Year,Acts against computer systems (number),Attempted intentional homicide (number),Bribery (number),Burglary of private residential premises (number),Burglary (number),Child pornography (number),Corruption (number),Fraud (number),Intentional homicide (number),Kidnapping (number),Money laundering (number),Participation in an organized criminal group (number),Rape (number),Robbery (number),Serious assault (number),Sexual assault (number),Sexual exploitation (number),Sexual violence (number),Theft of a motorized vehicle or parts thereof (number),Theft (number),Unlawful acts involving controlled drugs or precursors (number),Total Crimes number,Acts against computer systems (per100k),Attempted intentional homicide (per100k),Bribery (per100k),Burglary of private residential premises (per100k),Burglary (per100k),Child pornography (per100k),Corruption (per100k),Fraud (per100k),Intentional homicide (per100k),Kidnapping (per100k),Money laundering (per100k),Participation in an organized criminal group (per100k),Rape (per100k),Robbery (per100k),Serious assault (per100k),Sexual assault (per100k),Sexual exploitation (per100k),Sexual violence (per100k),Theft of a motorized vehicle or parts thereof (per100k),Theft (per100k),Unlawful acts involving controlled drugs or precursors (per100k),Total Crimes per100k
Estonia,2008,,20.0,,3321.0,,,,,84.0,2.0,,,160.0,909.0,140.0,108.0,,268.0,1035.0,23506.0,7671.0,37224.0,,1.49,,248.12,,,,,6.28,0.15,,,11.95,67.91,10.46,8.07,,20.02,77.33,1756.22,573.13,2781.13
Estonia,2009,,25.0,,3027.0,,,,,70.0,0.0,,,124.0,726.0,106.0,130.0,,254.0,934.0,24835.0,4241.0,34472.0,,1.87,,226.62,,,,,5.24,0.0,,,9.28,54.35,7.94,9.73,,19.02,69.92,1859.27,317.5,2580.74
Estonia,2010,,14.0,,3196.0,,,,,70.0,0.0,,,81.0,599.0,103.0,97.0,,178.0,870.0,25253.0,2977.0,33438.0,,1.05,,239.71,,,,,5.25,0.0,,,6.08,44.93,7.73,7.28,,13.35,65.25,1894.04,223.28,2507.9500000000003
Estonia,2011,,35.0,,2792.0,,,,,65.0,3.0,,,91.0,525.0,104.0,89.0,,180.0,752.0,20175.0,3821.0,28632.0,,2.63,,209.98,,,,,4.89,0.23,,,6.84,39.48,7.82,6.69,,13.54,56.56,1517.31,287.36,2153.33
Estonia,2012,,17.0,,2718.0,,,,,63.0,0.0,,,143.0,457.0,99.0,105.0,,248.0,620.0,18628.0,4616.0,27714.0,,1.28,,205.1,,,,,4.75,0.0,,,10.79,34.48,7.47,7.92,,18.71,46.78,1405.66,348.32,2091.26
Estonia,2013,,10.0,,2132.0,,,,,52.0,1.0,,,135.0,476.0,99.0,105.0,,240.0,547.0,16465.0,4638.0,24900.0,,0.76,,161.49,,,,,3.94,0.08,,,10.23,36.06,7.5,7.95,,18.18,41.43,1247.18,351.32,1886.1200000000001
Estonia,2014,,14.0,,2072.0,,,,,41.0,0.0,,,147.0,360.0,77.0,52.0,,199.0,597.0,15738.0,4052.0,23349.0,,1.06,,157.47,,,,,3.12,0.0,,,11.17,27.36,5.85,3.95,,15.12,45.37,1196.06,307.95,1774.48
Estonia,2015,,17.0,,1662.0,,,,,50.0,0.0,,,161.0,337.0,98.0,123.0,,284.0,505.0,11354.0,4982.0,19573.0,,1.29,,126.4,,,,,3.8,0.0,,,12.24,25.63,7.45,9.35,,21.6,38.41,863.51,378.9,1488.58
Estonia,2016,130.0,11.0,,1328.0,,118.0,,1685.0,33.0,0.0,68.0,,152.0,248.0,93.0,119.0,,271.0,373.0,8982.0,5653.0,19264.0,9.88,0.84,,100.92,,8.97,,128.04,2.51,0.0,5.17,,11.55,18.85,7.07,9.04,,20.59,28.34,682.55,429.58,1463.8999999999999
Estonia,2017,167.0,16.0,165.0,965.0,,154.0,291.0,1561.0,29.0,0.0,41.0,34.0,150.0,201.0,76.0,109.0,,259.0,180.0,7633.0,5808.0,17839.0,12.69,1.22,12.54,73.35,,11.71,22.12,118.65,2.2,0.0,3.12,2.58,11.4,15.28,5.78,8.28,,19.69,13.68,580.18,441.46,1355.93
Estonia,2018,205.0,18.0,177.0,755.0,,184.0,376.0,1453.0,25.0,0.0,101.0,16.0,212.0,170.0,90.0,84.0,,296.0,134.0,7403.0,4505.0,16204.0,15.54,1.36,13.42,57.23,,13.95,28.5,110.15,1.9,0.0,7.66,1.21,16.07,12.89,6.82,6.37,,22.44,10.16,561.2,341.51,1228.38
Estonia,2019,197.0,11.0,37.0,600.0,,175.0,72.0,1813.0,23.0,0.0,190.0,5.0,203.0,152.0,78.0,152.0,,355.0,163.0,6804.0,3998.0,15028.0,14.87,0.83,2.79,45.29,,13.21,5.43,136.85,1.74,0.0,14.34,0.38,15.32,11.47,5.89,11.47,,26.8,12.3,513.58,301.78,1134.3400000000001
Estonia,2020,255.0,13.0,40.0,582.0,,156.0,81.0,1845.0,37.0,0.0,21.0,3.0,152.0,113.0,77.0,158.0,,310.0,108.0,6863.0,3701.0,14515.0,19.19,0.98,3.01,43.79,,11.74,6.09,138.83,2.78,0.0,1.58,0.23,11.44,8.5,5.79,11.89,,23.33,8.13,516.41,278.49,1092.2
Estonia,2021,250.0,9.0,41.0,491.0,,231.0,87.0,2852.0,19.0,0.0,18.0,1.0,186.0,129.0,74.0,134.0,,393.0,110.0,7513.0,3620.0,16158.0,18.8,0.68,3.08,36.92,,17.37,6.54,214.43,1.43,0.0,1.35,0.08,13.98,9.7,5.56,10.07,,29.55,8.27,564.86,272.17,1214.8400000000001
Estonia,2022,231.0,9.0,108.0,528.0,,,165.0,2612.0,18.0,0.0,20.0,2.0,152.0,98.0,58.0,144.0,,363.0,91.0,8027.0,3130.0,15756.0,17.34,0.68,8.11,39.65,,,12.39,196.13,1.35,0.0,1.5,0.15,11.41,7.36,4.36,10.81,,27.26,6.83,602.72,235.02,1183.07
Finland,2008,,363.0,,5978.0,24634.0,,,,160.0,0.0,,,915.0,1696.0,2228.0,1796.0,,2711.0,13804.0,139476.0,15482.0,209243.0,,6.85,,112.78,464.75,,,,3.02,0.0,,,17.26,31.99,42.03,33.88,,51.15,260.4,2631.38,292.08,3947.5699999999997
Finland,2009,,366.0,,6497.0,25683.0,,,,138.0,3.0,,,660.0,1640.0,2083.0,1439.0,,2099.0,12188.0,141266.0,18524.0,212586.0,,6.87,,121.98,482.19,,,,2.59,0.06,,,12.39,30.79,39.11,27.02,,39.41,228.8,2652.22,347.78,3991.21
Finland,2010,,307.0,,6453.0,25029.0,,,,133.0,1.0,,,818.0,1508.0,1974.0,1566.0,,2384.0,11150.0,136935.0,19724.0,207982.0,,5.74,,120.58,467.7,,,,2.49,0.02,,,15.29,28.17,36.89,29.26,,44.55,228.4,2558.85,368.57,3906.51
Finland,2011,,308.0,,6672.0,25851.0,,,,134.0,3.0,,,1039.0,1622.0,2035.0,2120.0,,3159.0,11983.0,139868.0,20394.0,215188.0,,5.73,,124.12,480.92,,,,2.49,0.06,,,19.33,30.17,37.86,39.44,,58.77,222.9,2602.06,379.4,4003.25
Finland,2012,,349.0,,6281.0,24308.0,,,,107.0,1.0,,,1009.0,1616.0,1856.0,2225.0,,3234.0,8815.0,126244.0,20102.0,196147.0,,6.46,,116.29,450.04,,,,1.98,0.02,,,18.68,29.91,34.36,41.19,,59.87,163.2,2337.3,372.17,3631.4700000000003
Finland,2013,,264.0,,5748.0,9593.0,,,,107.0,1.0,,,975.0,1523.0,1791.0,2013.0,,2988.0,7581.0,137219.0,22656.0,192459.0,,4.86,,105.92,176.77,,,,1.97,0.02,,,17.97,28.07,33.0,37.09,,55.06,139.7,2528.6,417.49,3546.5199999999995
Finland,2014,,327.0,,6365.0,10411.0,,,,112.0,1.0,,,1009.0,1687.0,1645.0,1816.0,,2825.0,7982.0,137465.0,21781.0,193426.0,,6.0,,116.76,190.98,,,,2.05,0.02,,,18.51,30.95,30.18,33.31,,51.82,146.42,2521.71,399.56,3548.27
Finland,2015,,299.0,,5970.0,10051.0,,,,116.0,1.0,,,1043.0,1548.0,1563.0,1729.0,,2772.0,7380.0,132978.0,23433.0,188883.0,,5.46,,109.11,183.69,,,,2.12,0.02,,,19.06,28.29,28.56,31.6,,50.66,134.87,2430.26,428.25,3451.9500000000003
Finland,2016,1008.0,311.0,25.0,5299.0,8629.0,143.0,3667.0,44788.0,96.0,3.0,370.0,2.0,1160.0,1670.0,1592.0,2028.0,282.0,3188.0,6269.0,126734.0,25121.0,232385.0,18.37,5.67,0.46,96.57,157.25,2.61,66.83,816.21,1.75,0.05,6.74,0.04,21.14,30.43,29.01,36.96,5.14,58.1,114.25,2309.58,457.8,4234.96
Finland,2017,935.0,348.0,17.0,4771.0,7807.0,111.0,3565.0,35320.0,74.0,2.0,473.0,0.0,1245.0,1640.0,1581.0,1809.0,324.0,3054.0,5851.0,121178.0,27639.0,217744.0,16.99,6.32,0.31,86.69,141.86,2.02,64.78,641.8,1.34,0.04,8.59,0.0,22.62,29.8,28.73,32.87,5.89,55.49,106.32,2201.92,502.23,3956.61
Finland,2018,918.0,355.0,27.0,4926.0,7854.0,126.0,3846.0,35699.0,95.0,4.0,426.0,1.0,1393.0,1700.0,1609.0,2144.0,368.0,3537.0,5726.0,118193.0,29176.0,218123.0,16.65,6.44,0.49,89.35,142.46,2.29,69.76,647.53,1.72,0.07,7.73,0.02,25.27,30.84,29.18,38.89,6.67,64.16,103.86,2143.85,529.21,3956.4399999999996
Finland,2019,1142.0,329.0,13.0,4536.0,7501.0,185.0,3960.0,40294.0,83.0,1.0,452.0,2.0,1511.0,1805.0,1584.0,2498.0,569.0,4009.0,5598.0,122731.0,32343.0,231146.0,20.7,5.96,0.24,82.2,135.94,3.35,71.77,730.24,1.5,0.02,8.19,0.04,27.38,32.71,28.71,45.27,10.31,72.65,101.45,2224.23,586.14,4189.0
Finland,2020,1594.0,383.0,267.0,4724.0,7790.0,545.0,4041.0,47132.0,95.0,3.0,594.0,3.0,1518.0,1995.0,1754.0,2544.0,895.0,4062.0,6466.0,134831.0,37124.0,258360.0,28.85,6.93,4.83,85.5,140.99,9.86,73.14,853.02,1.72,0.05,10.75,0.05,27.47,36.11,31.74,46.04,16.2,73.52,117.03,2440.25,671.89,4675.9400000000005
Finland,2021,1972.0,374.0,23.0,3898.0,6345.0,405.0,3700.0,47474.0,94.0,2.0,700.0,3.0,1973.0,1892.0,1663.0,3043.0,802.0,5016.0,5590.0,124104.0,28276.0,237349.0,35.64,6.76,0.42,70.44,114.66,7.32,66.86,857.89,1.7,0.04,12.65,0.05,35.65,34.19,30.05,54.99,14.49,90.64,101.02,2242.66,510.97,4289.09
Finland,2022,2280.0,349.0,22.0,3591.0,5810.0,,3672.0,53916.0,83.0,2.0,926.0,3.0,1823.0,2329.0,1726.0,3285.0,953.0,5108.0,5503.0,124826.0,25206.0,241413.0,41.09,6.29,0.4,64.72,104.72,,66.18,971.77,1.5,0.04,16.69,0.05,32.86,41.98,31.11,59.21,17.18,92.07,99.18,2249.83,454.31,4351.18
France,2008,,1168.0,,166250.0,307744.0,,,,975.0,2074.0,,,10277.0,106633.0,187937.0,13754.0,,24031.0,211484.0,962583.0,6128.0,2001038.0,,1.82,,259.74,480.8,,,,1.52,3.24,,,16.06,166.6,293.62,21.49,,37.54,330.41,1503.87,9.57,3126.28
France,2009,,1074.0,,179408.0,320418.0,,,,804.0,2085.0,,,9842.0,112765.0,220126.0,13411.0,,23253.0,207947.0,1383325.0,6007.0,2480465.0,,1.67,,278.8,497.93,,,,1.25,3.24,,,15.29,175.24,342.07,20.84,,36.14,323.15,2149.68,9.33,3854.6299999999997
France,2010,,1210.0,,189947.0,327330.0,,,,797.0,2092.0,,,10108.0,121038.0,231909.0,12855.0,,22963.0,195367.0,1172553.0,5869.0,2294038.0,,1.87,,293.77,506.24,,,,1.23,3.24,,,15.63,187.19,358.67,19.88,,35.51,302.15,1813.45,9.08,3547.91
France,2011,,1327.0,,220049.0,345500.0,,,,874.0,2234.0,,,10406.0,120966.0,231307.0,13465.0,,23871.0,186824.0,1163793.0,5928.0,2326544.0,,2.04,,338.65,531.71,,,,1.35,3.44,,,16.01,186.16,355.97,20.72,,36.74,287.52,1791.04,9.12,3580.4700000000003
France,2012,,1560.0,,238088.0,364462.0,,,,814.0,2117.0,,,10885.0,123814.0,231733.0,15898.0,,26783.0,178333.0,1173885.0,5902.0,2374274.0,,2.39,,364.73,558.33,,,,1.25,3.24,,,16.68,189.67,355.0,24.35,,41.03,273.19,1798.31,9.04,3637.21
France,2013,,1503.0,,250432.0,385511.0,,,,802.0,2266.0,,,11171.0,124657.0,233304.0,16607.0,,27778.0,173232.0,1390001.0,6455.0,2623719.0,,2.29,,381.75,587.67,,,,1.22,3.45,,,17.03,190.02,355.64,25.32,,42.34,264.07,2118.89,9.84,3999.5299999999997
France,2014,,1678.0,,235619.0,379153.0,,,,765.0,2956.0,,,12157.0,114093.0,237916.0,18802.0,,30959.0,169084.0,1429398.0,6895.0,2639475.0,,2.54,,357.31,574.98,,,,1.16,4.48,,,18.44,173.02,360.8,28.51,,46.95,256.41,2167.66,10.46,4002.7200000000003
France,2015,,2112.0,,231785.0,379253.0,,,,880.0,3818.0,,,12819.0,104116.0,242185.0,20464.0,,33283.0,168072.0,1397363.0,7483.0,2603633.0,,3.18,,348.61,570.41,,,,1.32,5.74,,,19.28,156.59,364.25,30.78,,50.06,252.78,2101.67,11.25,3915.92
France,2016,10549.0,2259.0,190.0,241199.0,366480.0,2409.0,2007.0,197720.0,779.0,3818.0,1113.0,1339.0,14340.0,105636.0,266911.0,21124.0,7644.0,35464.0,161512.0,1464569.0,241887.0,3148949.0,15.83,3.39,0.29,361.29,549.95,3.62,3.01,296.71,1.17,5.72,1.67,2.01,22.52,158.52,400.54,31.7,11.47,53.22,241.93,2197.79,362.98,4725.33
France,2017,10169.0,2284.0,204.0,,365731.0,2981.0,1966.0,173909.0,710.0,,1222.0,1548.0,16270.0,99558.0,278097.0,23420.0,8969.0,39690.0,,1453593.0,227143.0,2707464.0,15.22,3.43,0.31,,547.42,4.46,2.94,260.3,1.06,,1.83,2.32,24.35,149.4,417.32,35.05,13.42,59.41,,2181.31,339.98,4059.53
France,2018,9943.0,2482.0,231.0,,339333.0,3645.0,2356.0,180411.0,696.0,,1516.0,1551.0,19155.0,91953.0,300383.0,28581.0,9374.0,47736.0,,1421318.0,247111.0,2707775.0,14.83,3.72,0.34,,506.27,5.44,3.52,269.16,1.04,,2.27,2.31,28.58,137.99,450.77,42.89,13.99,71.63,,2132.88,368.68,4056.31
France,2019,11400.0,2718.0,230.0,,334519.0,4435.0,2395.0,205673.0,753.0,,1712.0,1607.0,22872.0,89966.0,322731.0,32351.0,10632.0,55223.0,,1440130.0,244634.0,2783981.0,16.97,4.05,0.34,,497.96,6.6,3.57,306.16,1.12,,2.55,2.39,34.05,133.92,480.41,48.16,15.83,82.2,,2143.76,364.16,4144.2
France,2020,13807.0,3115.0,204.0,,279437.0,4858.0,2287.0,230854.0,692.0,,2102.0,1651.0,25550.0,74190.0,317150.0,32278.0,11416.0,57828.0,,1144181.0,217736.0,2419336.0,20.51,4.63,0.3,,415.09,7.22,3.4,342.92,1.03,,3.12,2.45,37.95,110.2,471.11,47.95,16.96,85.9,,1699.61,323.43,3593.7799999999997
France,2021,16035.0,3136.0,265.0,,269431.0,5336.0,2734.0,270511.0,734.0,,2712.0,2169.0,33918.0,70502.0,353899.0,42676.0,12447.0,76594.0,,1180970.0,288717.0,2632786.0,23.7,4.64,0.39,,398.23,7.89,4.04,399.83,1.08,,4.01,3.21,50.13,104.21,523.08,63.08,18.4,113.21,,1745.53,426.74,3891.3999999999996
France,2022,16244.0,3584.0,240.0,,296218.0,,2504.0,259497.0,821.0,,2893.0,2100.0,38094.0,68000.0,391833.0,47477.0,12415.0,85571.0,,1333128.0,331773.0,2892392.0,23.93,5.28,0.35,,436.44,,3.69,382.33,1.21,,4.26,3.09,56.13,100.19,577.31,69.95,18.29,126.08,,1964.18,488.82,4261.53
Germany,2008,,1610.0,,108284.0,390367.0,,,,656.0,1857.0,,,7292.0,49913.0,518499.0,49492.0,,56784.0,89036.0,2052913.0,239951.0,3566654.0,,1.96,,131.7,474.8,,,,0.8,2.26,,,8.87,60.71,630.64,60.2,,69.07,108.29,2496.92,291.85,4338.070000000001
Germany,2009,,1649.0,,113800.0,386647.0,,,,721.0,5126.0,,,7314.0,49317.0,149301.0,41770.0,,49084.0,87693.0,1308687.0,235842.0,2436951.0,,2.01,,138.78,471.51,,,,0.88,6.25,,,8.92,60.14,182.07,50.94,,59.86,106.94,1595.91,287.6,2971.81
Germany,2010,,1617.0,,121347.0,397341.0,,,,699.0,4897.0,,,7724.0,48166.0,142903.0,28842.0,,36566.0,76123.0,1219983.0,231007.0,2317215.0,,1.98,,148.34,485.73,,,,0.85,5.99,,,9.44,58.88,174.69,35.26,,44.7,93.06,1491.38,282.39,2832.69
Germany,2011,,1560.0,,132595.0,421243.0,,,,689.0,4922.0,,,7539.0,48021.0,139091.0,28815.0,,36354.0,70841.0,1276065.0,236478.0,2404213.0,,1.94,,165.28,525.1,,,,0.86,6.14,,,9.4,59.86,173.38,35.92,,45.32,88.31,1590.67,294.77,2996.9500000000003
Germany,2012,,1588.0,,144117.0,430211.0,,,,619.0,5183.0,,,8031.0,48711.0,136077.0,28246.0,,36277.0,64017.0,1267576.0,237150.0,2407803.0,,1.98,,179.41,535.57,,,,0.77,6.45,,,10.0,60.64,169.4,35.16,,45.16,79.69,1578.0,295.22,2997.45
Germany,2013,,1591.0,,149500.0,437520.0,,,,623.0,4929.0,,,7408.0,47234.0,127869.0,27922.0,,35330.0,59528.0,1289071.0,253525.0,2442050.0,,1.98,,185.66,543.34,,,,0.77,6.12,,,9.2,58.66,158.8,34.68,,43.88,73.93,1600.86,314.85,3032.73
Germany,2014,,1625.0,,152123.0,446073.0,,,,645.0,4988.0,,,7345.0,45475.0,125752.0,27614.0,,34959.0,58401.0,1322144.0,276734.0,2503878.0,,2.01,,188.35,552.29,,,,0.8,6.18,,,9.09,56.3,155.7,34.19,,43.28,72.31,1636.98,342.63,3100.11
Germany,2015,,1551.0,,167136.0,463929.0,,,,655.0,4763.0,,,7022.0,44666.0,127395.0,27243.0,,34265.0,56563.0,1348955.0,282604.0,2566747.0,,1.91,,205.84,571.36,,,,0.81,5.87,,,8.65,55.01,156.9,33.55,,42.2,69.66,1661.33,348.05,3161.1400000000003
Germany,2016,15060.0,1757.0,6502.0,151265.0,432730.0,,6502.0,899043.0,747.0,4756.0,11541.0,563.0,7919.0,43009.0,140033.0,29247.0,,37166.0,59633.0,1290481.0,302594.0,3440548.0,18.33,2.14,7.91,184.08,526.59,,7.91,1094.05,0.91,5.79,14.04,0.69,9.64,52.34,170.41,35.59,,45.23,72.57,1570.39,368.23,4186.84
Germany,2017,12954.0,1722.0,3850.0,116540.0,365182.0,6672.0,3850.0,910352.0,738.0,4625.0,10015.0,572.0,8310.0,38849.0,137058.0,26505.0,9046.0,34815.0,54114.0,1156422.0,330580.0,3232771.0,15.7,2.09,4.67,141.22,442.53,8.09,4.67,1103.17,0.89,5.6,12.14,0.69,10.07,47.08,166.09,32.12,10.96,42.19,65.58,1401.36,400.6,3917.5099999999998
Germany,2018,11495.0,1927.0,3970.0,97504.0,326409.0,7682.0,3970.0,840783.0,632.0,4563.0,8652.0,535.0,9036.0,36756.0,136727.0,31549.0,10386.0,40585.0,50440.0,1082478.0,350662.0,3056741.0,13.88,2.33,4.8,117.77,394.25,9.28,4.8,1015.53,0.76,5.51,10.45,0.65,10.91,44.4,165.14,38.11,12.54,49.02,60.92,1307.46,423.54,3692.05
Germany,2019,13026.0,1807.0,4147.0,87145.0,311231.0,12517.0,4147.0,832966.0,586.0,4514.0,9764.0,579.0,9576.0,36052.0,133084.0,31148.0,16019.0,40724.0,48557.0,1025321.0,359747.0,2982657.0,15.69,2.18,5.0,104.97,374.89,15.08,5.0,1003.34,0.71,5.44,11.76,0.7,11.53,43.43,160.31,37.52,19.3,49.05,58.49,1235.04,433.33,3592.7599999999998
Germany,2020,14416.0,1773.0,4170.0,75023.0,298357.0,19036.0,4170.0,808074.0,719.0,4565.0,8942.0,594.0,10122.0,33872.0,130453.0,30957.0,23157.0,41079.0,42906.0,931793.0,365753.0,2849931.0,17.33,2.13,5.01,90.21,358.75,22.89,5.01,971.63,0.86,5.49,10.75,0.71,12.17,40.73,156.86,37.22,27.84,49.39,51.59,1120.39,439.78,3426.74
Germany,2021,19704.0,1551.0,5110.0,54236.0,243174.0,39442.0,5110.0,793622.0,631.0,5062.0,14785.0,696.0,10410.0,30125.0,122341.0,31380.0,44722.0,41790.0,39172.0,835368.0,361048.0,2699479.0,23.7,1.87,6.15,65.22,292.43,47.43,6.15,954.39,0.76,6.09,17.78,0.84,12.52,36.23,147.12,37.74,53.78,50.26,47.11,1004.59,434.19,3246.3500000000004
Germany,2022,16566.0,1725.0,4928.0,65908.0,260605.0,,4928.0,801412.0,614.0,4891.0,22614.0,639.0,12558.0,38195.0,144663.0,37132.0,47309.0,49690.0,,1043887.0,340677.0,2898941.0,19.9,2.07,5.92,79.18,313.09,,5.92,962.81,0.74,5.88,27.17,0.77,15.09,45.89,173.8,44.61,56.84,59.7,,1254.11,409.28,3482.7699999999995
Greece,2008,,165.0,,17953.0,37006.0,,,,139.0,30.0,,,232.0,3293.0,430.0,450.0,,682.0,23550.0,53928.0,12164.0,150022.0,,1.48,,160.55,334.56,,,,1.29,0.27,,,2.07,29.45,3.89,4.02,,6.1,212.91,487.55,109.97,1354.1100000000001
Greece,2009,,187.0,,18849.0,39832.0,,,,143.0,16.0,,,213.0,4715.0,477.0,711.0,,924.0,26708.0,60249.0,12640.0,165664.0,,1.69,,169.89,359.02,,,,1.36,0.14,,,1.92,42.5,4.3,6.41,,8.33,240.73,543.04,113.93,1493.26
Greece,2010,,193.0,,24603.0,52411.0,,,,176.0,173.0,,,215.0,6079.0,1101.0,187.0,,511.0,27587.0,67446.0,10451.0,191133.0,,1.74,,221.26,471.35,,,,1.58,1.56,,,1.93,54.67,9.9,1.68,,4.59,248.1,606.57,93.99,1718.9200000000003
Greece,2011,,182.0,,27569.0,59624.0,,,,184.0,158.0,,,172.0,6636.0,1425.0,180.0,,435.0,32253.0,70517.0,9786.0,209121.0,,1.64,,247.85,536.02,,,,1.65,1.42,,,1.55,59.66,12.81,1.61,,3.91,633.95,633.95,87.98,2223.9999999999995
Greece,2012,,185.0,,28193.0,57476.0,,,,165.0,139.0,,,167.0,5992.0,1692.0,203.0,,486.0,31166.0,62447.0,10144.0,198455.0,,1.67,,254.3,518.44,,,,1.49,1.25,,,1.51,54.05,15.26,1.83,,4.38,281.12,563.28,91.5,1790.0800000000002
Greece,2013,,177.0,,25549.0,49157.0,,,,141.0,95.0,,,149.0,4919.0,1610.0,187.0,,468.0,28800.0,53810.0,10473.0,175535.0,,1.61,,232.19,446.74,,,,1.28,0.86,,,1.35,44.7,14.63,1.7,,4.25,261.73,489.02,95.18,1595.24
Greece,2014,,155.0,,22881.0,43647.0,,,,105.0,58.0,,,134.0,3800.0,1459.0,191.0,,466.0,24986.0,50710.0,10855.0,159447.0,,1.42,,209.4,399.45,,,,0.96,0.53,,,1.23,34.78,13.35,1.75,,4.26,228.67,464.09,99.34,1459.23
Greece,2015,,169.0,,24022.0,45795.0,,,,86.0,89.0,,,122.0,4316.0,1624.0,259.0,,554.0,26524.0,55151.0,10787.0,169498.0,,1.56,,221.24,421.76,,,,0.79,0.82,,,1.12,39.75,14.96,2.39,,5.1,244.28,507.93,99.35,1561.05
Greece,2016,142.0,132.0,,23420.0,44682.0,258.0,,3790.0,81.0,61.0,26.0,405.0,155.0,4738.0,1515.0,263.0,534.0,493.0,26180.0,57158.0,11086.0,175119.0,1.32,1.22,,217.18,414.35,2.39,,35.15,0.75,0.57,0.24,3.76,1.44,43.94,14.05,2.44,4.95,4.57,242.77,530.04,102.8,1623.93
Greece,2017,193.0,150.0,119.0,9894.0,19593.0,164.0,902.0,3253.0,78.0,78.0,29.0,459.0,156.0,4271.0,1510.0,224.0,348.0,453.0,35638.0,92666.0,12795.0,182973.0,1.79,1.39,1.11,91.88,181.95,1.52,8.38,30.21,0.72,0.72,0.27,4.26,1.45,39.66,14.02,2.08,3.23,4.21,330.96,860.55,118.82,1699.1799999999998
Greece,2018,280.0,124.0,231.0,8527.0,17626.0,282.0,658.0,3184.0,94.0,74.0,26.0,335.0,157.0,4358.0,1587.0,182.0,456.0,423.0,24483.0,80351.0,13528.0,156966.0,2.61,1.15,2.15,79.39,164.1,2.63,6.13,29.64,0.88,0.69,0.24,3.12,1.46,40.57,14.77,1.69,4.24,3.94,227.94,748.07,125.95,1461.3600000000001
Greece,2019,349.0,117.0,190.0,9215.0,19497.0,329.0,614.0,3208.0,76.0,72.0,36.0,377.0,182.0,4335.0,1605.0,70.0,431.0,303.0,21710.0,85825.0,13595.0,162136.0,3.25,1.09,1.77,85.92,181.8,3.07,5.73,29.91,0.71,0.67,0.34,3.52,1.7,40.42,14.97,0.65,4.02,2.83,202.43,800.26,126.76,1511.82
Greece,2020,367.0,129.0,64.0,6425.0,13892.0,233.0,607.0,4059.0,73.0,73.0,38.0,395.0,172.0,2541.0,1285.0,12.0,337.0,192.0,15400.0,60947.0,12823.0,120064.0,3.42,1.2,0.6,59.94,129.61,2.17,5.66,37.87,0.68,0.68,0.35,3.69,1.6,23.71,11.99,0.11,3.14,1.79,143.68,568.61,119.63,1120.13
Greece,2021,387.0,152.0,253.0,5915.0,13363.0,211.0,757.0,8546.0,89.0,62.0,80.0,358.0,259.0,2403.0,1186.0,12.0,325.0,320.0,14896.0,58937.0,11978.0,120489.0,3.62,1.42,2.37,55.39,125.14,1.98,7.09,80.03,0.83,0.58,0.75,3.35,2.43,22.5,11.11,0.11,3.04,3.0,139.49,551.92,112.17,1128.3200000000002
Greece,2022,801.0,167.0,131.0,6376.0,14224.0,,652.0,10284.0,79.0,98.0,123.0,342.0,333.0,2833.0,1333.0,19.0,107.0,411.0,18390.0,71130.0,12025.0,139858.0,7.66,1.6,1.25,60.96,135.99,,6.23,98.32,0.76,0.94,1.18,3.27,3.18,27.08,12.74,0.18,1.02,3.93,175.82,680.03,114.96,1337.1
Hungary,2008,,145.0,,19239.0,43002.0,,,,147.0,11.0,,,214.0,3128.0,12757.0,250.0,,464.0,7982.0,127125.0,5464.0,219928.0,,1.44,,191.52,428.08,,,,1.46,0.11,,,2.13,31.14,126.99,2.49,,4.62,79.46,1265.5,54.39,2189.33
Hungary,2009,,136.0,,17625.0,37698.0,,,,139.0,14.0,,,228.0,3159.0,12787.0,428.0,,656.0,8015.0,125247.0,4517.0,210649.0,,1.36,,175.71,375.82,,,,1.39,0.14,,,2.27,31.49,127.48,4.27,,6.54,79.9,1248.6,45.03,2100.0
Hungary,2010,,143.0,,21979.0,44250.0,,,,133.0,18.0,,,246.0,3396.0,14569.0,431.0,,677.0,5866.0,161051.0,5789.0,258548.0,,1.43,,219.48,441.87,,,,1.33,0.18,,,2.46,33.91,145.48,4.3,,6.76,58.58,1608.21,57.81,2581.7999999999997
Hungary,2011,,133.0,,22534.0,45273.0,,,,142.0,12.0,,,196.0,3203.0,14212.0,433.0,,629.0,6163.0,157234.0,5989.0,256153.0,,1.33,,225.66,453.38,,,,1.42,0.12,,,1.96,32.08,142.32,4.34,,6.3,61.72,1574.59,59.98,2565.2
Hungary,2012,,108.0,,23739.0,46857.0,,,,113.0,9.0,,,192.0,3036.0,13973.0,502.0,,694.0,6921.0,159047.0,5213.0,260404.0,,1.09,,239.02,471.78,,,,1.14,0.09,,,1.93,30.57,140.69,5.05,,6.99,69.68,1601.37,52.49,2621.8899999999994
Hungary,2013,,105.0,,21606.0,37688.0,,,,138.0,7.0,,,248.0,2298.0,13377.0,431.0,,5974.0,5692.0,124276.0,5408.0,217248.0,,1.06,,218.05,380.35,,,,1.39,0.07,,,2.5,23.19,135.0,4.35,,60.29,57.44,1254.2,54.58,2192.4700000000003
